# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Jun  3 21:14:07 2021
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1)
#
# COLUMN pl_name:        Planet Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
#
pl_name,default_flag,discoverymethod,disc_year,pl_orbper,pl_rade,pl_radj,pl_bmasse,pl_bmassj
Kepler-1372 b,1,Transit,2016,1.31155557,1.270,0.113,,
Kepler-1373 b,1,Transit,2016,1.29123275,1.160,0.103,,
Kepler-1374 b,1,Transit,2016,10.65276707,2.290,0.204,,
Kepler-1375 b,1,Transit,2016,3.30041920,1.740,0.155,,
Kepler-1376 b,1,Transit,2016,5.30880656,1.050,0.094,,
Kepler-1377 b,1,Transit,2016,0.74092842,1.250,0.112,,
Kepler-1378 b,1,Transit,2016,11.95398936,2.200,0.196,,
Kepler-1379 b,1,Transit,2016,0.88184115,1.300,0.116,,
Kepler-138 b,1,Transit,2014,10.31260000,0.522,0.047,0.06600,0.00021
Kepler-138 c,1,Transit,2014,13.78130000,1.197,0.107,1.97000,0.00620
Kepler-138 d,1,Transit,2014,23.08810000,1.212,0.108,0.64000,0.00201
Kepler-1380 b,1,Transit,2016,10.31082450,1.430,0.128,,
Kepler-1381 b,1,Transit,2016,25.38426860,2.250,0.201,,
Kepler-1382 b,1,Transit,2016,16.35830550,1.880,0.168,,
Kepler-1383 b,1,Transit,2016,13.90935830,1.410,0.126,,
Kepler-1384 b,1,Transit,2016,15.36262753,1.940,0.173,,
Kepler-1385 b,1,Transit,2016,2.88879862,0.850,0.076,,
Kepler-1386 b,1,Transit,2016,6.73972381,1.240,0.111,,
Kepler-1387 b,1,Transit,2016,2.27952666,0.930,0.083,,
Kepler-1388 b,1,Transit,2016,12.28546030,2.590,0.231,,
Kepler-1388 c,1,Transit,2016,5.53608151,2.260,0.202,,
Kepler-1388 d,1,Transit,2016,20.95681580,2.860,0.255,,
Kepler-1388 e,1,Transit,2016,37.63270840,2.460,0.219,,
Kepler-1389 b,1,Transit,2016,99.25309510,1.770,0.158,,
Kepler-139 b,1,Transit,2014,15.77104400,2.940,0.262,,
Kepler-139 c,1,Transit,2014,157.07287800,3.380,0.302,,
Kepler-1390 b,1,Transit,2016,6.48021673,1.180,0.105,,
Kepler-1391 b,1,Transit,2016,54.40923330,1.680,0.150,,
Kepler-1392 b,1,Transit,2016,15.14103970,1.960,0.175,,
Kepler-1393 b,1,Transit,2016,2.44357812,0.800,0.071,,
Kepler-1394 b,1,Transit,2016,3.93766373,1.390,0.124,,
Kepler-1395 b,1,Transit,2016,3.78470649,0.800,0.071,,
Kepler-1396 b,1,Transit,2016,18.22064210,2.070,0.185,,
Kepler-1397 b,1,Transit,2016,47.44995500,1.720,0.153,,
Kepler-1398 b,1,Transit,2016,2.78815679,0.900,0.080,,
Kepler-1398 c,1,Transit,2016,4.13827595,1.030,0.092,,
Kepler-1399 b,1,Transit,2016,1.63865306,1.250,0.112,,
Kepler-14 b,1,Transit,2011,6.79012300,12.733,1.136,2669.66000,8.40000
Kepler-140 b,1,Transit,2014,3.25427000,1.610,0.144,,
Kepler-140 c,1,Transit,2014,91.35328200,1.800,0.161,,
Kepler-1400 b,1,Transit,2016,9.06689421,1.620,0.145,,
Kepler-1401 b,1,Transit,2016,11.20066445,1.680,0.150,,
Kepler-1402 b,1,Transit,2016,2.03387914,0.760,0.068,,
Kepler-1403 b,1,Transit,2016,5.19492202,2.140,0.191,,
Kepler-1404 b,1,Transit,2016,15.93147390,2.010,0.179,,
Kepler-1405 b,1,Transit,2016,28.22741840,3.960,0.353,,
Kepler-1406 b,1,Transit,2016,11.62905828,1.100,0.098,,
Kepler-1407 b,1,Transit,2016,20.07115040,2.250,0.201,,
Kepler-1408 b,1,Transit,2016,2.99793191,0.890,0.079,,
Kepler-1409 b,1,Transit,2016,0.76486493,1.040,0.093,,
Kepler-141 b,1,Transit,2014,3.10767500,0.690,0.062,,
Kepler-141 c,1,Transit,2014,7.01060600,1.410,0.126,,
Kepler-1410 b,1,Transit,2016,60.86616800,1.780,0.159,,
Kepler-1411 b,1,Transit,2016,86.11508880,2.820,0.252,,
Kepler-1412 b,1,Transit,2016,3.61460510,0.830,0.074,,
Kepler-1413 b,1,Transit,2016,13.18296420,1.820,0.162,,
Kepler-1414 b,1,Transit,2016,3.51576315,1.230,0.110,,
Kepler-1415 b,1,Transit,2016,0.63642408,1.290,0.115,,
Kepler-1416 b,1,Transit,2016,1.49514952,0.880,0.079,,
Kepler-1417 b,1,Transit,2016,20.35052130,1.000,0.089,,
Kepler-1418 b,1,Transit,2016,22.47644250,1.660,0.148,,
Kepler-1419 b,1,Transit,2016,42.52158950,2.860,0.255,,
Kepler-142 b,1,Transit,2014,2.02415200,1.990,0.178,,
Kepler-142 c,1,Transit,2014,4.76170200,2.860,0.255,,
Kepler-142 d,1,Transit,2014,41.80911800,2.160,0.193,,
Kepler-1420 b,1,Transit,2016,6.69960006,1.280,0.114,,
Kepler-1421 b,1,Transit,2016,6.91311120,0.930,0.083,,
Kepler-1422 b,1,Transit,2016,18.60519420,2.020,0.180,,
Kepler-1423 b,1,Transit,2016,23.95537800,1.060,0.095,,
Kepler-1424 b,1,Transit,2016,29.60917440,1.160,0.103,,
Kepler-1425 b,1,Transit,2016,14.45413020,0.940,0.084,,
Kepler-1426 b,1,Transit,2016,14.25632270,1.560,0.139,,
Kepler-1427 b,1,Transit,2016,0.96897238,1.100,0.098,,
Kepler-1428 b,1,Transit,2016,10.67607169,1.640,0.146,,
Kepler-1429 b,1,Transit,2016,4.48487493,1.290,0.115,,
Kepler-143 b,1,Transit,2014,16.00758300,2.410,0.215,,
Kepler-143 c,1,Transit,2014,27.08251100,3.370,0.301,,
Kepler-1430 b,1,Transit,2016,2.46050993,1.180,0.105,,
Kepler-1431 b,1,Transit,2016,5.86601526,1.470,0.131,,
Kepler-1432 b,1,Transit,2016,23.91090110,2.220,0.198,,
Kepler-1433 b,1,Transit,2016,4.13592271,1.560,0.139,,
Kepler-1434 b,1,Transit,2016,8.05333618,1.110,0.099,,
Kepler-1435 b,1,Transit,2016,4.45343281,0.860,0.077,,
Kepler-1436 b,1,Transit,2016,9.70571600,1.310,0.117,,
Kepler-1437 b,1,Transit,2016,10.92954610,1.370,0.122,,
Kepler-1438 b,1,Transit,2016,2.31942009,0.940,0.084,,
Kepler-1439 b,1,Transit,2016,8.07392849,1.460,0.130,,
Kepler-144 b,1,Transit,2014,5.88527300,1.330,0.119,,
Kepler-144 c,1,Transit,2014,10.10466500,1.350,0.120,,
Kepler-1440 b,1,Transit,2016,39.85948400,1.260,0.112,,
Kepler-1441 b,1,Transit,2016,39.44198390,1.310,0.117,,
Kepler-1442 b,1,Transit,2016,81.41629410,3.930,0.351,,
Kepler-1443 b,1,Transit,2016,2.41811321,0.970,0.087,,
Kepler-1444 b,1,Transit,2016,33.42035034,2.180,0.194,,
Kepler-1445 b,1,Transit,2016,10.60052251,0.960,0.086,,
Kepler-1446 b,1,Transit,2016,0.68996783,0.820,0.073,,
Kepler-1447 b,1,Transit,2016,56.67472850,2.900,0.259,,
Kepler-1448 b,1,Transit,2016,12.27065865,1.610,0.144,,
Kepler-1449 b,1,Transit,2016,13.22745280,1.680,0.150,,
Kepler-145 b,1,Transit,2013,22.95100000,2.650,0.236,37.10000,0.11700
Kepler-145 c,1,Transit,2013,42.88200000,4.320,0.385,79.40000,0.25000
Kepler-1450 b,1,Transit,2016,54.50941660,1.710,0.153,,
Kepler-1451 b,1,Transit,2016,35.62223300,3.350,0.299,,
Kepler-1452 b,1,Transit,2016,42.91375100,2.700,0.241,,
Kepler-1453 b,1,Transit,2016,47.16116960,2.670,0.238,,
Kepler-1454 b,1,Transit,2016,47.03194790,1.880,0.168,,
Kepler-1455 b,1,Transit,2016,49.27676400,2.160,0.193,,
Kepler-1456 b,1,Transit,2016,18.13738290,1.140,0.102,,
Kepler-1457 b,1,Transit,2016,51.11102430,1.990,0.178,,
Kepler-1458 b,1,Transit,2016,47.98727640,2.760,0.246,,
Kepler-1459 b,1,Transit,2016,62.86916110,1.360,0.121,,
Kepler-146 b,1,Transit,2014,31.15879900,3.710,0.331,,
Kepler-146 c,1,Transit,2014,76.73217100,3.130,0.279,,
Kepler-1460 b,1,Transit,2016,29.96332470,1.960,0.175,,
Kepler-1461 b,1,Transit,2016,29.34947750,2.030,0.181,,
Kepler-1462 b,1,Transit,2016,65.64883410,3.820,0.341,,
Kepler-1463 b,1,Transit,2016,25.15864000,1.860,0.166,,
Kepler-1464 b,1,Transit,2016,31.77859010,1.660,0.148,,
Kepler-1464 c,1,Transit,2016,5.32786292,1.000,0.089,,
Kepler-1465 b,1,Transit,2016,31.82771110,1.770,0.158,,
Kepler-1466 b,1,Transit,2016,31.17504480,1.550,0.138,,
Kepler-1467 b,1,Transit,2016,47.05690430,3.300,0.294,,
Kepler-1468 b,1,Transit,2016,8.23984869,1.730,0.154,,
Kepler-1468 c,1,Transit,2016,3.54553021,1.150,0.103,,
Kepler-1469 b,1,Transit,2016,21.86353010,2.800,0.250,,
Kepler-147 b,1,Transit,2014,12.61058400,1.530,0.136,,
Kepler-147 c,1,Transit,2014,33.41642300,2.430,0.217,,
Kepler-1470 b,1,Transit,2016,16.29509030,1.070,0.095,,
Kepler-1471 b,1,Transit,2016,3.63899398,1.410,0.126,,
Kepler-1472 b,1,Transit,2016,38.13128310,1.900,0.170,,
Kepler-1473 b,1,Transit,2016,14.42735510,1.190,0.106,,
Kepler-1474 b,1,Transit,2016,36.43334520,2.160,0.193,,
Kepler-1475 b,1,Transit,2016,82.17737400,2.920,0.261,,
Kepler-1476 b,1,Transit,2016,10.35863224,1.670,0.149,,
Kepler-1477 b,1,Transit,2016,11.55530021,1.180,0.105,,
Kepler-1478 b,1,Transit,2016,26.08405940,1.730,0.154,,
Kepler-1479 b,1,Transit,2016,14.53261362,1.830,0.163,,
Kepler-148 b,1,Transit,2014,1.72936600,1.800,0.161,,
Kepler-148 c,1,Transit,2014,4.18004300,3.600,0.321,,
Kepler-148 d,1,Transit,2016,51.84688575,8.680,0.774,,
Kepler-1480 b,1,Transit,2016,22.12679948,1.670,0.149,,
Kepler-1481 b,1,Transit,2016,5.94220998,1.230,0.110,,
Kepler-1482 b,1,Transit,2016,12.25383217,1.010,0.090,,
Kepler-1483 b,1,Transit,2016,9.50851560,1.520,0.136,,
Kepler-1484 b,1,Transit,2016,30.45491360,2.110,0.188,,
Kepler-1485 b,1,Transit,2016,19.91577250,1.470,0.131,,
Kepler-1486 b,1,Transit,2016,54.64957590,2.320,0.207,,
Kepler-1487 b,1,Transit,2016,7.31946363,2.130,0.190,,
Kepler-1488 b,1,Transit,2016,39.81899320,1.860,0.166,,
Kepler-1489 b,1,Transit,2016,82.29475100,1.770,0.158,,
Kepler-149 b,1,Transit,2014,29.19894300,4.210,0.376,,
Kepler-149 c,1,Transit,2014,55.32832800,1.610,0.144,,
Kepler-149 d,1,Transit,2014,160.01803200,3.960,0.353,,
Kepler-1490 b,1,Transit,2016,92.43629730,3.040,0.271,,
Kepler-1491 b,1,Transit,2016,16.58617620,1.510,0.135,,
Kepler-1492 b,1,Transit,2016,16.75255007,1.490,0.133,,
Kepler-1493 b,1,Transit,2016,15.02179830,1.410,0.126,,
Kepler-1494 b,1,Transit,2016,91.08048200,3.070,0.274,,
Kepler-1495 b,1,Transit,2016,85.27325600,2.940,0.262,,
Kepler-1496 b,1,Transit,2016,64.65880170,2.220,0.198,,
Kepler-1497 b,1,Transit,2016,8.74199772,1.660,0.148,,
Kepler-1498 b,1,Transit,2016,48.05140500,1.330,0.119,,
Kepler-1499 b,1,Transit,2016,44.20080000,1.190,0.106,,
Kepler-15 b,1,Transit,2011,4.94278200,10.760,0.960,209.76000,0.66000
Kepler-150 b,1,Transit,2014,3.42805400,1.250,0.112,,
Kepler-150 c,1,Transit,2014,7.38199800,3.690,0.329,,
Kepler-150 d,1,Transit,2014,12.56093000,2.790,0.249,,
Kepler-150 e,1,Transit,2014,30.82655700,3.120,0.278,,
Kepler-150 f,1,Transit,2017,637.20930000,3.640,0.325,,
Kepler-1500 b,1,Transit,2016,15.03301050,1.200,0.107,,
Kepler-1501 b,1,Transit,2016,14.55645330,1.560,0.139,,
Kepler-1502 b,1,Transit,2016,41.70836290,3.180,0.284,,
Kepler-1503 b,1,Transit,2016,96.16987000,2.270,0.203,,
Kepler-1504 b,1,Transit,2016,82.30400300,2.130,0.190,,
Kepler-1505 b,1,Transit,2016,30.86093660,0.930,0.083,,
Kepler-1506 b,1,Transit,2016,14.03291540,1.320,0.118,,
Kepler-1507 b,1,Transit,2016,16.05062130,0.840,0.075,,
Kepler-1508 b,1,Transit,2016,20.70565040,1.330,0.119,,
Kepler-1509 b,1,Transit,2016,25.43381970,1.850,0.165,,
Kepler-151 b,1,Transit,2014,15.22895800,3.060,0.273,,
Kepler-151 c,1,Transit,2014,24.67461200,2.090,0.186,,
Kepler-1510 b,1,Transit,2016,84.70392100,3.360,0.300,,
Kepler-1511 b,1,Transit,2016,23.23827920,1.680,0.150,,
Kepler-1512 b,1,Transit,2016,20.35972599,1.180,0.105,,
Kepler-1513 b,1,Transit,2016,160.88465087,8.460,0.755,,
Kepler-1514 b,1,Transit,2016,217.83184000,12.420,1.108,1678.14240,5.28000
Kepler-1514 c,1,Transit,2020,10.51418100,1.176,0.105,,
Kepler-1515 b,1,Transit,2016,214.31141640,9.550,0.852,,
Kepler-1516 b,1,Transit,2016,7.25931979,1.750,0.156,,
Kepler-1517 b,1,Transit,2016,5.54608367,9.760,0.871,,
Kepler-1518 b,1,Transit,2016,5.11177904,3.050,0.272,,
Kepler-1519 b,1,Transit,2016,240.79893970,7.060,0.630,,
Kepler-152 b,1,Transit,2014,18.20797300,2.790,0.249,,
Kepler-152 c,1,Transit,2014,88.25505500,2.390,0.213,,
Kepler-1520 b,1,Transit,2016,0.65355357,5.770,0.515,,
Kepler-1521 b,1,Transit,2016,47.14840805,2.500,0.223,,
Kepler-1522 b,1,Transit,2016,1.84788917,1.730,0.154,,
Kepler-1523 b,1,Transit,2016,0.93875077,1.580,0.141,,
Kepler-1524 b,1,Transit,2016,70.96746030,3.540,0.316,,
Kepler-1525 b,1,Transit,2016,2.41660118,0.910,0.081,,
Kepler-1526 b,1,Transit,2016,3.90863200,2.430,0.217,,
Kepler-1527 b,1,Transit,2016,160.12991800,4.770,0.426,,
Kepler-1528 b,1,Transit,2016,1.79111021,1.460,0.130,,
Kepler-1529 b,1,Transit,2016,5.33905686,2.100,0.187,,
Kepler-153 b,1,Transit,2014,18.87022700,2.920,0.261,,
Kepler-153 c,1,Transit,2014,46.90232000,2.530,0.226,,
Kepler-1530 b,1,Transit,2016,2.59044340,1.640,0.146,,
Kepler-1530 c,1,Transit,2016,5.32274060,1.650,0.147,,
Kepler-1531 b,1,Transit,2016,1.13854338,1.110,0.099,,
Kepler-1532 b,1,Transit,2016,1.09366356,1.350,0.120,,
Kepler-1533 b,1,Transit,2016,308.54710000,3.460,0.309,,
Kepler-1534 b,1,Transit,2016,5.71668872,1.890,0.169,,
Kepler-1535 b,1,Transit,2016,138.94420000,2.550,0.227,,
Kepler-1536 b,1,Transit,2016,364.75803100,3.140,0.280,,
Kepler-1537 b,1,Transit,2016,1.44445380,1.180,0.105,,
Kepler-1538 b,1,Transit,2016,175.13881900,2.820,0.252,,
Kepler-1539 b,1,Transit,2016,133.30367410,2.700,0.241,,
Kepler-154 b,1,Transit,2014,33.04053200,2.260,0.202,,
Kepler-154 c,1,Transit,2014,62.30327600,2.950,0.263,,
Kepler-154 d,1,Transit,2016,20.54981883,3.840,0.343,,
Kepler-154 e,1,Transit,2016,3.93276465,1.500,0.134,,
Kepler-154 f,1,Transit,2016,9.91935684,1.500,0.134,,
Kepler-1540 b,1,Transit,2016,125.41311770,2.490,0.222,,
Kepler-1541 b,1,Transit,2016,8.40691199,1.160,0.103,,
Kepler-1542 b,1,Transit,2016,3.95116882,0.760,0.068,,
Kepler-1542 c,1,Transit,2016,2.89223021,0.650,0.058,,
Kepler-1542 d,1,Transit,2016,5.99273738,0.870,0.078,,
Kepler-1542 e,1,Transit,2016,5.10115756,0.760,0.068,,
Kepler-1543 b,1,Transit,2016,6.96710269,2.710,0.242,,
Kepler-1544 b,1,Transit,2016,168.81117400,1.780,0.159,,
Kepler-1545 b,1,Transit,2016,163.69234900,2.700,0.241,,
Kepler-1546 b,1,Transit,2016,19.59749710,3.130,0.279,,
Kepler-1547 b,1,Transit,2016,0.69297968,0.900,0.080,,
Kepler-1548 b,1,Transit,2016,124.82867900,2.640,0.236,,
Kepler-1549 b,1,Transit,2016,214.88654500,2.570,0.229,,
Kepler-155 b,1,Transit,2014,5.93119400,2.090,0.186,,
Kepler-155 c,1,Transit,2014,52.66179300,2.240,0.200,,
Kepler-1550 b,1,Transit,2016,225.58280900,3.020,0.269,,
Kepler-1551 b,1,Transit,2016,24.49736980,2.660,0.237,,
Kepler-1552 b,1,Transit,2016,184.77185300,2.470,0.220,,
Kepler-1553 b,1,Transit,2016,4.24261881,1.150,0.103,,
Kepler-1554 b,1,Transit,2016,198.08877400,2.900,0.259,,
Kepler-1555 b,1,Transit,2016,8.10501635,1.610,0.144,,
Kepler-1556 b,1,Transit,2016,8.82713457,1.960,0.175,,
Kepler-1557 b,1,Transit,2016,3.74032496,1.530,0.136,,
Kepler-1558 b,1,Transit,2016,3.50470358,0.680,0.061,,
Kepler-1559 b,1,Transit,2016,0.97191543,0.720,0.064,,
Kepler-156 b,1,Transit,2014,4.97345600,2.300,0.205,,
Kepler-156 c,1,Transit,2014,15.90680100,2.550,0.227,,
Kepler-1560 b,1,Transit,2016,3.03195744,0.890,0.079,,
Kepler-1561 b,1,Transit,2016,1.00520701,1.090,0.097,,
Kepler-1562 b,1,Transit,2016,64.27377520,3.550,0.317,,
Kepler-1563 b,1,Transit,2016,3.43276598,0.750,0.067,,
Kepler-1564 b,1,Transit,2016,18.05403810,1.470,0.131,,
Kepler-1565 b,1,Transit,2016,1.53818844,1.190,0.106,,
Kepler-1566 b,1,Transit,2016,0.53991524,0.790,0.070,,
Kepler-1567 b,1,Transit,2016,153.97957800,2.730,0.244,,
Kepler-1568 b,1,Transit,2016,20.92539200,1.300,0.116,,
Kepler-1569 b,1,Transit,2016,5.79180156,1.680,0.150,,
Kepler-157 b,1,Transit,2014,1.73234200,1.320,0.118,,
Kepler-157 c,1,Transit,2014,13.54050000,2.240,0.200,,
Kepler-157 d,1,Transit,2016,7.02573474,1.460,0.130,,
Kepler-1570 b,1,Transit,2016,26.54895500,1.070,0.095,,
Kepler-1571 b,1,Transit,2016,3.38555488,1.520,0.136,,
Kepler-1572 b,1,Transit,2016,5.49548621,0.940,0.084,,
Kepler-1573 b,1,Transit,2016,2.61575540,1.200,0.107,,
Kepler-1574 b,1,Transit,2016,6.94243340,1.290,0.115,,
Kepler-1575 b,1,Transit,2016,2.55314213,1.310,0.117,,
Kepler-1576 b,1,Transit,2016,6.98471973,1.040,0.093,,
Kepler-1577 b,1,Transit,2016,6.30560247,1.130,0.101,,
Kepler-1578 b,1,Transit,2016,1.45088691,1.040,0.093,,
Kepler-1579 b,1,Transit,2016,0.84990789,0.840,0.075,,
Kepler-158 b,1,Transit,2014,16.70918400,2.120,0.189,,
Kepler-158 c,1,Transit,2014,28.55138300,1.900,0.170,,
Kepler-1580 b,1,Transit,2016,56.64492790,2.110,0.188,,
Kepler-1581 b,1,Transit,2016,6.28385491,0.800,0.071,,
Kepler-1582 b,1,Transit,2016,4.83817712,1.490,0.133,,
Kepler-1583 b,1,Transit,2016,9.32807355,0.600,0.054,,
Kepler-1584 b,1,Transit,2016,13.39970990,1.610,0.144,,
Kepler-1585 b,1,Transit,2016,3.58274630,1.790,0.160,,
Kepler-1586 b,1,Transit,2016,15.60492120,1.520,0.136,,
Kepler-1587 b,1,Transit,2016,9.40604670,1.330,0.119,,
Kepler-1588 b,1,Transit,2016,7.84931739,0.760,0.068,,
Kepler-1589 b,1,Transit,2016,0.99166527,1.090,0.097,,
Kepler-159 b,1,Transit,2014,10.13962300,2.380,0.212,,
Kepler-159 c,1,Transit,2014,43.59579200,3.410,0.304,,
Kepler-1590 b,1,Transit,2016,7.61760804,1.140,0.102,,
Kepler-1591 b,1,Transit,2016,8.18504949,1.270,0.113,,
Kepler-1592 b,1,Transit,2016,3.05710069,1.540,0.137,,
Kepler-1593 b,1,Transit,2016,174.50983500,3.170,0.283,,
Kepler-1594 b,1,Transit,2016,2.71603809,1.060,0.095,,
Kepler-1595 b,1,Transit,2016,4.56380468,1.230,0.110,,
Kepler-1596 b,1,Transit,2016,66.37337900,1.900,0.170,,
Kepler-1597 b,1,Transit,2016,2.94654179,1.060,0.095,,
Kepler-1598 b,1,Transit,2016,4.34195123,0.950,0.085,,
Kepler-1599 b,1,Transit,2016,122.36355300,1.620,0.145,,
Kepler-16 b,1,Transit,2011,228.77600000,8.449,0.754,105.83300,0.33300
Kepler-160 b,1,Transit,2014,4.30939700,1.715,0.153,,
Kepler-160 c,1,Transit,2014,13.69942900,3.760,0.335,,
Kepler-160 d,1,Transit Timing Variations,2020,30.00000000,,,100.00000,0.31463
Kepler-1600 b,1,Transit,2016,386.37054800,3.130,0.279,,
Kepler-1601 b,1,Transit,2016,2.20921951,0.820,0.073,,
Kepler-1602 b,1,Transit,2016,11.17931605,1.340,0.120,,
Kepler-1603 b,1,Transit,2016,2.27163926,1.290,0.115,,
Kepler-1604 b,1,Transit,2016,0.68368426,1.410,0.126,,
Kepler-1605 b,1,Transit,2016,85.75654950,1.080,0.096,,
Kepler-1606 b,1,Transit,2016,196.43522400,2.070,0.185,,
Kepler-1607 b,1,Transit,2016,13.64736760,0.920,0.082,,
Kepler-1608 b,1,Transit,2016,16.47356860,1.730,0.154,,
Kepler-1609 b,1,Transit,2016,114.34219000,2.220,0.198,,
Kepler-161 b,1,Transit,2014,4.92135500,2.120,0.189,,
Kepler-161 c,1,Transit,2014,7.06424000,2.050,0.183,,
Kepler-1610 b,1,Transit,2016,8.70181574,1.610,0.144,,
Kepler-1611 b,1,Transit,2016,5.17624290,0.810,0.072,,
Kepler-1612 b,1,Transit,2016,3.91795101,1.030,0.092,,
Kepler-1613 b,1,Transit,2016,1.51842990,2.080,0.186,,
Kepler-1614 b,1,Transit,2016,3.94661410,1.490,0.133,,
Kepler-1615 b,1,Transit,2016,47.31261920,2.060,0.184,,
Kepler-1616 b,1,Transit,2016,6.76284377,1.020,0.091,,
Kepler-1617 b,1,Transit,2016,27.47855720,1.200,0.107,,
Kepler-1618 b,1,Transit,2016,6.10826019,1.260,0.112,,
Kepler-1619 b,1,Transit,2016,23.62259130,0.760,0.068,,
Kepler-162 b,1,Transit,2014,6.91979800,1.260,0.112,,
Kepler-162 c,1,Transit,2014,19.44635500,3.030,0.270,,
Kepler-1620 b,1,Transit,2016,101.95182900,1.610,0.144,,
Kepler-1621 b,1,Transit,2016,92.26371400,2.160,0.193,,
Kepler-1622 b,1,Transit,2016,10.81187370,1.470,0.131,,
Kepler-1623 b,1,Transit,2016,4.36128348,1.310,0.117,,
Kepler-1624 b,1,Transit,2016,3.29030452,5.700,0.509,,
Kepler-1625 b,1,Transit,2016,287.37894900,6.060,0.541,,
Kepler-1626 b,1,Transit,2016,4.13962966,2.020,0.180,,
Kepler-1627 b,1,Transit,2016,7.20283653,3.690,0.329,,
Kepler-1628 b,1,Transit,2016,76.37803300,6.430,0.574,,
Kepler-1629 b,1,Transit,2016,3.87595807,0.770,0.069,,
Kepler-163 b,1,Transit,2014,7.81093700,1.050,0.094,,
Kepler-163 c,1,Transit,2014,21.34726200,2.260,0.202,,
Kepler-1630 b,1,Transit,2016,509.99740200,2.190,0.195,,
Kepler-1631 b,1,Transit,2016,4.09513932,1.350,0.120,,
Kepler-1632 b,1,Transit,2016,448.30355800,2.470,0.220,,
Kepler-1633 b,1,Transit,2016,186.40427100,1.580,0.141,,
Kepler-1634 b,1,Transit,2016,374.87623900,3.190,0.285,,
Kepler-1635 b,1,Transit,2016,469.63111000,3.640,0.325,,
Kepler-1636 b,1,Transit,2016,425.47785000,3.230,0.288,,
Kepler-1637 b,1,Transit,2016,6.10960324,0.890,0.079,,
Kepler-1638 b,1,Transit,2016,259.33683000,1.870,0.167,,
Kepler-1639 b,1,Transit,2016,9.87848200,2.580,0.230,,
Kepler-164 b,1,Transit,2014,5.03503000,1.410,0.126,,
Kepler-164 c,1,Transit,2014,10.94572300,2.730,0.244,,
Kepler-164 d,1,Transit,2014,28.98676900,2.450,0.219,,
Kepler-1640 b,1,Transit,2016,7.58441260,4.820,0.430,,
Kepler-1641 b,1,Transit,2016,19.67226600,3.110,0.277,,
Kepler-1641 c,1,Transit,2016,32.65721200,2.950,0.263,,
Kepler-1642 b,1,Transit,2016,12.20575130,3.200,0.285,,
Kepler-1642 c,1,Transit,2016,6.65138020,2.660,0.237,,
Kepler-1643 b,1,Transit,2016,5.34264507,2.300,0.205,,
Kepler-1644 b,1,Transit,2016,21.09077580,1.880,0.168,,
Kepler-1645 b,1,Transit,2016,16.17795610,1.780,0.159,,
Kepler-1646 b,1,Transit,2016,4.48558383,1.230,0.110,,
Kepler-1647 b,1,Transit,2016,1107.59230000,11.874,1.059,483.00000,1.51968
Kepler-1649 b,1,Transit,2017,8.68909900,1.017,0.091,,
Kepler-1649 c,1,Transit,2020,19.53527000,1.060,0.095,,
Kepler-165 b,1,Transit,2014,8.18084800,2.320,0.207,,
Kepler-165 c,1,Transit,2014,15.31299000,2.230,0.199,,
Kepler-1650 b,1,Transit,2017,1.53818001,0.960,0.086,,
Kepler-1651 b,1,Transit,2017,9.87863917,1.840,0.164,,
Kepler-1652 b,1,Transit,2017,38.09722000,1.600,0.143,,
Kepler-1653 b,1,Transit,2017,140.25240000,2.170,0.194,,
Kepler-1654 b,1,Transit,2018,1047.83560000,9.180,0.819,158.91500,0.50000
Kepler-1655 b,1,Transit,2018,11.87287870,2.213,0.197,5.00000,0.01573
Kepler-1656 b,1,Transit,2018,31.57865900,5.020,0.448,48.60000,0.15291
Kepler-1658 b,1,Transit,2019,3.84937278,11.994,1.070,1868.84040,5.88000
Kepler-166 b,1,Transit,2014,7.65025400,2.270,0.203,,
Kepler-166 c,1,Transit,2014,34.26028100,2.380,0.212,,
Kepler-166 d,1,Transit,2016,1.55400393,1.730,0.154,,
Kepler-1661 b,1,Transit,2020,175.06000000,3.870,0.345,17.00000,0.05349
Kepler-1663 b,1,Transit,2020,17.60460000,3.304,0.295,,
Kepler-1664 b,1,Transit,2020,14.38680000,3.033,0.271,,
Kepler-1665 b,1,Transit,2020,11.95480000,2.839,0.253,,
Kepler-1666 b,1,Transit,2020,25.84760000,2.883,0.257,,
Kepler-1666 c,1,Transit,2020,40.71570000,3.236,0.289,,
Kepler-1667 b,1,Transit,2020,83.57810000,2.984,0.266,,
Kepler-1668 b,1,Transit,2020,15.43400000,4.348,0.388,,
Kepler-1669 b,1,Transit,2020,9.51216000,2.780,0.248,,
Kepler-167 b,1,Transit,2014,4.39316320,1.615,0.144,,
Kepler-167 c,1,Transit,2014,7.40611400,1.548,0.138,,
Kepler-167 d,1,Transit,2016,21.80385500,1.194,0.107,,
Kepler-167 e,1,Transit,2016,1071.23228000,10.150,0.906,,
